player_name,role,input_tokens,estimated_output_tokens,total_tokens,model
Erin,Impostor,1231,20,1251,google/gemini-flash-1.5
Alice,Crewmate,1304,20,1324,anthropic/claude-3-5-haiku
Bob,Crewmate,1333,20,1353,anthropic/claude-3-5-haiku
Charlie,Crewmate,1274,20,1294,anthropic/claude-3-5-haiku
Erin,Impostor,1123,20,1143,google/gemini-flash-1.5
Alice,Crewmate,1124,20,1144,anthropic/claude-3-5-haiku
Bob,Crewmate,1153,20,1173,anthropic/claude-3-5-haiku
Charlie,Crewmate,1095,20,1115,anthropic/claude-3-5-haiku
Erin,Impostor,1123,20,1143,google/gemini-flash-1.5
Alice,Crewmate,1124,20,1144,anthropic/claude-3-5-haiku
Bob,Crewmate,1153,20,1173,anthropic/claude-3-5-haiku
Charlie,Crewmate,1095,20,1115,anthropic/claude-3-5-haiku
Erin,Impostor,1165,20,1185,google/gemini-flash-1.5
Alice,Crewmate,1238,20,1258,anthropic/claude-3-5-haiku
Bob,Crewmate,1153,20,1173,anthropic/claude-3-5-haiku
Charlie,Crewmate,1095,20,1115,anthropic/claude-3-5-haiku
Erin,Impostor,1192,20,1212,google/gemini-flash-1.5
Alice,Crewmate,1265,20,1285,anthropic/claude-3-5-haiku
Bob,Crewmate,1294,20,1314,anthropic/claude-3-5-haiku
Charlie,Crewmate,1095,20,1115,anthropic/claude-3-5-haiku
Erin,Impostor,1786,20,1806,google/gemini-flash-1.5
Alice,Crewmate,1859,20,1879,anthropic/claude-3-5-haiku
Bob,Crewmate,1888,20,1908,anthropic/claude-3-5-haiku
Charlie,Crewmate,1829,20,1849,anthropic/claude-3-5-haiku
Erin,Impostor,1650,20,1670,google/gemini-flash-1.5
Alice,Crewmate,1304,20,1324,anthropic/claude-3-5-haiku
Bob,Crewmate,1333,20,1353,anthropic/claude-3-5-haiku
Charlie,Crewmate,1274,20,1294,anthropic/claude-3-5-haiku
Erin,Impostor,1650,20,1670,google/gemini-flash-1.5
Alice,Crewmate,1304,20,1324,anthropic/claude-3-5-haiku
Bob,Crewmate,1333,20,1353,anthropic/claude-3-5-haiku
Charlie,Crewmate,1274,20,1294,anthropic/claude-3-5-haiku
Erin,Impostor,1692,20,1712,google/gemini-flash-1.5
Alice,Crewmate,1765,20,1785,anthropic/claude-3-5-haiku
Bob,Crewmate,1333,20,1353,anthropic/claude-3-5-haiku
Charlie,Crewmate,1274,20,1294,anthropic/claude-3-5-haiku
Erin,Impostor,1735,20,1755,google/gemini-flash-1.5
Alice,Crewmate,1808,20,1828,anthropic/claude-3-5-haiku
Bob,Crewmate,1837,20,1857,anthropic/claude-3-5-haiku
Charlie,Crewmate,1274,20,1294,anthropic/claude-3-5-haiku
Erin,Impostor,2213,20,2233,google/gemini-flash-1.5
Alice,Crewmate,2286,20,2306,anthropic/claude-3-5-haiku
Bob,Crewmate,2315,20,2335,anthropic/claude-3-5-haiku
Charlie,Crewmate,2256,20,2276,anthropic/claude-3-5-haiku
Erin,Impostor,2054,20,2074,google/gemini-flash-1.5
Alice,Crewmate,1859,20,1879,anthropic/claude-3-5-haiku
Bob,Crewmate,1888,20,1908,anthropic/claude-3-5-haiku
Charlie,Crewmate,1829,20,1849,anthropic/claude-3-5-haiku
Erin,Impostor,2054,20,2074,google/gemini-flash-1.5
Alice,Crewmate,1859,20,1879,anthropic/claude-3-5-haiku
Bob,Crewmate,1888,20,1908,anthropic/claude-3-5-haiku
Charlie,Crewmate,1829,20,1849,anthropic/claude-3-5-haiku
Erin,Impostor,2113,20,2133,google/gemini-flash-1.5
Alice,Crewmate,2186,20,2206,anthropic/claude-3-5-haiku
Bob,Crewmate,1888,20,1908,anthropic/claude-3-5-haiku
Charlie,Crewmate,1829,20,1849,anthropic/claude-3-5-haiku
Erin,Impostor,2156,20,2176,google/gemini-flash-1.5
Alice,Crewmate,2229,20,2249,anthropic/claude-3-5-haiku
Bob,Crewmate,2258,20,2278,anthropic/claude-3-5-haiku
Charlie,Crewmate,1829,20,1849,anthropic/claude-3-5-haiku
Erin,Impostor,2616,20,2636,google/gemini-flash-1.5
Alice,Crewmate,2689,20,2709,anthropic/claude-3-5-haiku
Bob,Crewmate,2718,20,2738,anthropic/claude-3-5-haiku
Charlie,Crewmate,2659,20,2679,anthropic/claude-3-5-haiku
Erin,Impostor,2470,20,2490,google/gemini-flash-1.5
Alice,Crewmate,2286,20,2306,anthropic/claude-3-5-haiku
Bob,Crewmate,2315,20,2335,anthropic/claude-3-5-haiku
Charlie,Crewmate,2256,20,2276,anthropic/claude-3-5-haiku
Erin,Impostor,2470,20,2490,google/gemini-flash-1.5
Alice,Crewmate,2286,20,2306,anthropic/claude-3-5-haiku
Bob,Crewmate,2315,20,2335,anthropic/claude-3-5-haiku
Charlie,Crewmate,2256,20,2276,anthropic/claude-3-5-haiku
Erin,Impostor,2525,20,2545,google/gemini-flash-1.5
Alice,Crewmate,2598,20,2618,anthropic/claude-3-5-haiku
Bob,Crewmate,2315,20,2335,anthropic/claude-3-5-haiku
Charlie,Crewmate,2256,20,2276,anthropic/claude-3-5-haiku
Erin,Impostor,2565,20,2585,google/gemini-flash-1.5
Alice,Crewmate,2638,20,2658,anthropic/claude-3-5-haiku
Bob,Crewmate,2667,20,2687,anthropic/claude-3-5-haiku
Charlie,Crewmate,2256,20,2276,anthropic/claude-3-5-haiku
Erin,Impostor,1092,20,1112,google/gemini-flash-1.5
Dave,Crewmate,1072,20,1092,openai/gpt-4o-mini
Charlie,Crewmate,1008,20,1028,openai/gpt-4o-mini
Alice,Crewmate,954,20,974,openai/gpt-4o-mini
Erin,Impostor,1102,20,1122,google/gemini-flash-1.5
Bob,Crewmate,851,20,871,openai/gpt-4o-mini
Dave,Crewmate,862,20,882,openai/gpt-4o-mini
Charlie,Crewmate,825,20,845,openai/gpt-4o-mini
Alice,Crewmate,807,20,827,openai/gpt-4o-mini
Erin,Impostor,1092,20,1112,google/gemini-flash-1.5
Dave,Crewmate,852,20,872,openai/gpt-4o-mini
Charlie,Crewmate,815,20,835,openai/gpt-4o-mini
Alice,Crewmate,797,20,817,openai/gpt-4o-mini
Erin,Impostor,1092,20,1112,google/gemini-flash-1.5
Dave,Crewmate,1072,20,1092,openai/gpt-4o-mini
Charlie,Crewmate,815,20,835,openai/gpt-4o-mini
Alice,Crewmate,797,20,817,openai/gpt-4o-mini
Erin,Impostor,1092,20,1112,google/gemini-flash-1.5
Dave,Crewmate,1072,20,1092,openai/gpt-4o-mini
Charlie,Crewmate,1008,20,1028,openai/gpt-4o-mini
Alice,Crewmate,797,20,817,openai/gpt-4o-mini
Erin,Impostor,1317,20,1337,google/gemini-flash-1.5
Dave,Crewmate,1298,20,1318,openai/gpt-4o-mini
Charlie,Crewmate,1233,20,1253,openai/gpt-4o-mini
Alice,Crewmate,1179,20,1199,openai/gpt-4o-mini
Erin,Impostor,1172,20,1192,google/gemini-flash-1.5
Dave,Crewmate,1072,20,1092,openai/gpt-4o-mini
Charlie,Crewmate,1008,20,1028,openai/gpt-4o-mini
Alice,Crewmate,954,20,974,openai/gpt-4o-mini
Erin,Impostor,1172,20,1192,google/gemini-flash-1.5
Dave,Crewmate,1072,20,1092,openai/gpt-4o-mini
Charlie,Crewmate,1008,20,1028,openai/gpt-4o-mini
Alice,Crewmate,954,20,974,openai/gpt-4o-mini
Erin,Impostor,1225,20,1245,google/gemini-flash-1.5
Dave,Crewmate,1206,20,1226,openai/gpt-4o-mini
Charlie,Crewmate,1008,20,1028,openai/gpt-4o-mini
Alice,Crewmate,954,20,974,openai/gpt-4o-mini
Erin,Impostor,1271,20,1291,google/gemini-flash-1.5
Dave,Crewmate,1252,20,1272,openai/gpt-4o-mini
Charlie,Crewmate,1187,20,1207,openai/gpt-4o-mini
Alice,Crewmate,954,20,974,openai/gpt-4o-mini
Erin,Impostor,1882,20,1902,google/gemini-flash-1.5
Dave,Crewmate,1863,20,1883,openai/gpt-4o-mini
Charlie,Crewmate,1798,20,1818,openai/gpt-4o-mini
Alice,Crewmate,1744,20,1764,openai/gpt-4o-mini
Erin,Impostor,1752,20,1772,google/gemini-flash-1.5
Dave,Crewmate,1298,20,1318,openai/gpt-4o-mini
Charlie,Crewmate,1233,20,1253,openai/gpt-4o-mini
Alice,Crewmate,1179,20,1199,openai/gpt-4o-mini
Erin,Impostor,1752,20,1772,google/gemini-flash-1.5
Dave,Crewmate,1298,20,1318,openai/gpt-4o-mini
Charlie,Crewmate,1233,20,1253,openai/gpt-4o-mini
Alice,Crewmate,1179,20,1199,openai/gpt-4o-mini
Erin,Impostor,1795,20,1815,google/gemini-flash-1.5
Dave,Crewmate,1776,20,1796,openai/gpt-4o-mini
Charlie,Crewmate,1233,20,1253,openai/gpt-4o-mini
Alice,Crewmate,1179,20,1199,openai/gpt-4o-mini
Erin,Impostor,1841,20,1861,google/gemini-flash-1.5
Dave,Crewmate,1822,20,1842,openai/gpt-4o-mini
Charlie,Crewmate,1757,20,1777,openai/gpt-4o-mini
Alice,Crewmate,1179,20,1199,openai/gpt-4o-mini
Erin,Impostor,2267,20,2287,google/gemini-flash-1.5
Dave,Crewmate,2248,20,2268,openai/gpt-4o-mini
Charlie,Crewmate,2183,20,2203,openai/gpt-4o-mini
Alice,Crewmate,2129,20,2149,openai/gpt-4o-mini
Erin,Impostor,2132,20,2152,google/gemini-flash-1.5
Dave,Crewmate,1863,20,1883,openai/gpt-4o-mini
Charlie,Crewmate,1798,20,1818,openai/gpt-4o-mini
Alice,Crewmate,1744,20,1764,openai/gpt-4o-mini
Erin,Impostor,2132,20,2152,google/gemini-flash-1.5
Dave,Crewmate,1863,20,1883,openai/gpt-4o-mini
Charlie,Crewmate,1798,20,1818,openai/gpt-4o-mini
Alice,Crewmate,1744,20,1764,openai/gpt-4o-mini
Erin,Impostor,2179,20,2199,google/gemini-flash-1.5
Dave,Crewmate,2160,20,2180,openai/gpt-4o-mini
Charlie,Crewmate,1798,20,1818,openai/gpt-4o-mini
Alice,Crewmate,1744,20,1764,openai/gpt-4o-mini
Erin,Impostor,2226,20,2246,google/gemini-flash-1.5
Dave,Crewmate,2207,20,2227,openai/gpt-4o-mini
Charlie,Crewmate,2142,20,2162,openai/gpt-4o-mini
Alice,Crewmate,1744,20,1764,openai/gpt-4o-mini
Erin,Impostor,2672,20,2692,google/gemini-flash-1.5
Dave,Crewmate,2653,20,2673,openai/gpt-4o-mini
Charlie,Crewmate,2588,20,2608,openai/gpt-4o-mini
Alice,Crewmate,2534,20,2554,openai/gpt-4o-mini
Erin,Impostor,2523,20,2543,google/gemini-flash-1.5
Dave,Crewmate,2248,20,2268,openai/gpt-4o-mini
Charlie,Crewmate,2183,20,2203,openai/gpt-4o-mini
Alice,Crewmate,2129,20,2149,openai/gpt-4o-mini
Erin,Impostor,2523,20,2543,google/gemini-flash-1.5
Dave,Crewmate,2248,20,2268,openai/gpt-4o-mini
Charlie,Crewmate,2183,20,2203,openai/gpt-4o-mini
Alice,Crewmate,2129,20,2149,openai/gpt-4o-mini
Erin,Impostor,2571,20,2591,google/gemini-flash-1.5
Dave,Crewmate,2552,20,2572,openai/gpt-4o-mini
Charlie,Crewmate,2183,20,2203,openai/gpt-4o-mini
Alice,Crewmate,2129,20,2149,openai/gpt-4o-mini
Erin,Impostor,2630,20,2650,google/gemini-flash-1.5
Dave,Crewmate,2611,20,2631,openai/gpt-4o-mini
Charlie,Crewmate,2546,20,2566,openai/gpt-4o-mini
Alice,Crewmate,2129,20,2149,openai/gpt-4o-mini
Erin,Impostor,2904,20,2924,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,2201,20,2221,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2902,20,2922,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,2912,20,2932,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,1985,20,2005,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,1821,20,1841,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2600,20,2620,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,2912,20,2932,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,1985,20,2005,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,1821,20,1841,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2600,20,2620,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,2912,20,2932,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,2209,20,2229,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,1821,20,1841,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2600,20,2620,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,2904,20,2924,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,2201,20,2221,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2592,20,2612,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,3121,20,3141,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,2416,20,2436,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3119,20,3139,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,2991,20,3011,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,2201,20,2221,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2902,20,2922,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,2991,20,3011,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,2201,20,2221,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2902,20,2922,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,3054,20,3074,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,2349,20,2369,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2902,20,2922,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,3054,20,3074,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,2349,20,2369,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2902,20,2922,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,3760,20,3780,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,3055,20,3075,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3758,20,3778,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,3629,20,3649,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,2416,20,2436,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3119,20,3139,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,3629,20,3649,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,2416,20,2436,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3119,20,3139,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,3699,20,3719,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,2994,20,3014,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3119,20,3139,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,3699,20,3719,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,2994,20,3014,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3119,20,3139,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,4235,20,4255,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,3530,20,3550,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,4233,20,4253,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,4086,20,4106,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,3055,20,3075,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3758,20,3778,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,4086,20,4106,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,3055,20,3075,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3758,20,3778,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,4154,20,4174,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,3449,20,3469,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3758,20,3778,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,4154,20,4174,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,3449,20,3469,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3758,20,3778,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,4796,20,4816,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,4091,20,4111,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,4794,20,4814,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,4648,20,4668,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,3530,20,3550,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,4233,20,4253,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,4648,20,4668,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,3530,20,3550,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,4233,20,4253,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,4732,20,4752,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,4027,20,4047,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,4233,20,4253,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,4732,20,4752,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,4027,20,4047,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,4233,20,4253,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,1949,20,1969,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,1709,20,1729,google/gemini-flash-1.5
Dave,Crewmate,1623,20,1643,google/gemini-flash-1.5
Charlie,Crewmate,1403,20,1423,google/gemini-flash-1.5
Erin,Impostor,1959,20,1979,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,1580,20,1600,google/gemini-flash-1.5
Dave,Crewmate,1508,20,1528,google/gemini-flash-1.5
Charlie,Crewmate,1304,20,1324,google/gemini-flash-1.5
Bob,Crewmate,1703,20,1723,google/gemini-flash-1.5
Erin,Impostor,1959,20,1979,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,1719,20,1739,google/gemini-flash-1.5
Dave,Crewmate,1508,20,1528,google/gemini-flash-1.5
Charlie,Crewmate,1304,20,1324,google/gemini-flash-1.5
Bob,Crewmate,1703,20,1723,google/gemini-flash-1.5
Erin,Impostor,1959,20,1979,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,1719,20,1739,google/gemini-flash-1.5
Dave,Crewmate,1633,20,1653,google/gemini-flash-1.5
Charlie,Crewmate,1304,20,1324,google/gemini-flash-1.5
Bob,Crewmate,1703,20,1723,google/gemini-flash-1.5
Erin,Impostor,1959,20,1979,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,1719,20,1739,google/gemini-flash-1.5
Dave,Crewmate,1633,20,1653,google/gemini-flash-1.5
Charlie,Crewmate,1413,20,1433,google/gemini-flash-1.5
Bob,Crewmate,1703,20,1723,google/gemini-flash-1.5
Erin,Impostor,2166,20,2186,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,1925,20,1945,google/gemini-flash-1.5
Dave,Crewmate,1839,20,1859,google/gemini-flash-1.5
Charlie,Crewmate,1620,20,1640,google/gemini-flash-1.5
Erin,Impostor,2043,20,2063,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,1709,20,1729,google/gemini-flash-1.5
Dave,Crewmate,1623,20,1643,google/gemini-flash-1.5
Charlie,Crewmate,1403,20,1423,google/gemini-flash-1.5
Erin,Impostor,2087,20,2107,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,1846,20,1866,google/gemini-flash-1.5
Dave,Crewmate,1623,20,1643,google/gemini-flash-1.5
Charlie,Crewmate,1403,20,1423,google/gemini-flash-1.5
Erin,Impostor,2129,20,2149,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,1888,20,1908,google/gemini-flash-1.5
Dave,Crewmate,1802,20,1822,google/gemini-flash-1.5
Charlie,Crewmate,1403,20,1423,google/gemini-flash-1.5
Erin,Impostor,2166,20,2186,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,1925,20,1945,google/gemini-flash-1.5
Dave,Crewmate,1839,20,1859,google/gemini-flash-1.5
Charlie,Crewmate,1620,20,1640,google/gemini-flash-1.5
Erin,Impostor,2763,20,2783,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,2522,20,2542,google/gemini-flash-1.5
Dave,Crewmate,2436,20,2456,google/gemini-flash-1.5
Charlie,Crewmate,2217,20,2237,google/gemini-flash-1.5
Erin,Impostor,2641,20,2661,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,1925,20,1945,google/gemini-flash-1.5
Dave,Crewmate,1839,20,1859,google/gemini-flash-1.5
Charlie,Crewmate,1620,20,1640,google/gemini-flash-1.5
Erin,Impostor,2677,20,2697,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,2436,20,2456,google/gemini-flash-1.5
Dave,Crewmate,1839,20,1859,google/gemini-flash-1.5
Charlie,Crewmate,1620,20,1640,google/gemini-flash-1.5
Erin,Impostor,2713,20,2733,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,2472,20,2492,google/gemini-flash-1.5
Dave,Crewmate,2386,20,2406,google/gemini-flash-1.5
Charlie,Crewmate,1620,20,1640,google/gemini-flash-1.5
Erin,Impostor,2763,20,2783,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,2522,20,2542,google/gemini-flash-1.5
Dave,Crewmate,2436,20,2456,google/gemini-flash-1.5
Charlie,Crewmate,2217,20,2237,google/gemini-flash-1.5
Erin,Impostor,3128,20,3148,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,2887,20,2907,google/gemini-flash-1.5
Dave,Crewmate,2801,20,2821,google/gemini-flash-1.5
Charlie,Crewmate,2582,20,2602,google/gemini-flash-1.5
Erin,Impostor,3034,20,3054,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,2522,20,2542,google/gemini-flash-1.5
Dave,Crewmate,2436,20,2456,google/gemini-flash-1.5
Charlie,Crewmate,2217,20,2237,google/gemini-flash-1.5
Erin,Impostor,3065,20,3085,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,2824,20,2844,google/gemini-flash-1.5
Dave,Crewmate,2436,20,2456,google/gemini-flash-1.5
Charlie,Crewmate,2217,20,2237,google/gemini-flash-1.5
Erin,Impostor,3089,20,3109,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,2848,20,2868,google/gemini-flash-1.5
Dave,Crewmate,2762,20,2782,google/gemini-flash-1.5
Charlie,Crewmate,2217,20,2237,google/gemini-flash-1.5
Erin,Impostor,3128,20,3148,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,2887,20,2907,google/gemini-flash-1.5
Dave,Crewmate,2801,20,2821,google/gemini-flash-1.5
Charlie,Crewmate,2582,20,2602,google/gemini-flash-1.5
Erin,Impostor,3569,20,3589,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,3328,20,3348,google/gemini-flash-1.5
Dave,Crewmate,3242,20,3262,google/gemini-flash-1.5
Charlie,Crewmate,3023,20,3043,google/gemini-flash-1.5
Erin,Impostor,3431,20,3451,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,2887,20,2907,google/gemini-flash-1.5
Dave,Crewmate,2801,20,2821,google/gemini-flash-1.5
Charlie,Crewmate,2582,20,2602,google/gemini-flash-1.5
Erin,Impostor,3473,20,3493,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,3232,20,3252,google/gemini-flash-1.5
Dave,Crewmate,2801,20,2821,google/gemini-flash-1.5
Charlie,Crewmate,2582,20,2602,google/gemini-flash-1.5
Erin,Impostor,3525,20,3545,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,3284,20,3304,google/gemini-flash-1.5
Dave,Crewmate,3198,20,3218,google/gemini-flash-1.5
Charlie,Crewmate,2582,20,2602,google/gemini-flash-1.5
Erin,Impostor,3569,20,3589,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,3328,20,3348,google/gemini-flash-1.5
Dave,Crewmate,3242,20,3262,google/gemini-flash-1.5
Charlie,Crewmate,3023,20,3043,google/gemini-flash-1.5
Alice,Impostor,1060,20,1080,anthropic/claude-3-5-haiku
Erin,Crewmate,940,20,960,google/gemini-flash-1.5
Charlie,Crewmate,1002,20,1022,google/gemini-flash-1.5
Dave,Crewmate,976,20,996,google/gemini-flash-1.5
Alice,Impostor,1070,20,1090,anthropic/claude-3-5-haiku
Bob,Crewmate,823,20,843,google/gemini-flash-1.5
Erin,Crewmate,796,20,816,google/gemini-flash-1.5
Charlie,Crewmate,821,20,841,google/gemini-flash-1.5
Dave,Crewmate,813,20,833,google/gemini-flash-1.5
Alice,Impostor,1060,20,1080,anthropic/claude-3-5-haiku
Erin,Crewmate,786,20,806,google/gemini-flash-1.5
Charlie,Crewmate,811,20,831,google/gemini-flash-1.5
Dave,Crewmate,803,20,823,google/gemini-flash-1.5
Alice,Impostor,1060,20,1080,anthropic/claude-3-5-haiku
Erin,Crewmate,940,20,960,google/gemini-flash-1.5
Charlie,Crewmate,811,20,831,google/gemini-flash-1.5
Dave,Crewmate,803,20,823,google/gemini-flash-1.5
Alice,Impostor,1060,20,1080,anthropic/claude-3-5-haiku
Erin,Crewmate,940,20,960,google/gemini-flash-1.5
Charlie,Crewmate,1002,20,1022,google/gemini-flash-1.5
Dave,Crewmate,803,20,823,google/gemini-flash-1.5
Alice,Impostor,1258,20,1278,anthropic/claude-3-5-haiku
Erin,Crewmate,1139,20,1159,google/gemini-flash-1.5
Charlie,Crewmate,1200,20,1220,google/gemini-flash-1.5
Dave,Crewmate,1174,20,1194,google/gemini-flash-1.5
Alice,Impostor,1139,20,1159,anthropic/claude-3-5-haiku
Erin,Crewmate,940,20,960,google/gemini-flash-1.5
Charlie,Crewmate,1002,20,1022,google/gemini-flash-1.5
Dave,Crewmate,976,20,996,google/gemini-flash-1.5
Alice,Impostor,1139,20,1159,anthropic/claude-3-5-haiku
Erin,Crewmate,940,20,960,google/gemini-flash-1.5
Charlie,Crewmate,1002,20,1022,google/gemini-flash-1.5
Dave,Crewmate,976,20,996,google/gemini-flash-1.5
Alice,Impostor,1186,20,1206,anthropic/claude-3-5-haiku
Erin,Crewmate,1067,20,1087,google/gemini-flash-1.5
Charlie,Crewmate,1002,20,1022,google/gemini-flash-1.5
Dave,Crewmate,976,20,996,google/gemini-flash-1.5
Alice,Impostor,1217,20,1237,anthropic/claude-3-5-haiku
Erin,Crewmate,1098,20,1118,google/gemini-flash-1.5
Charlie,Crewmate,1159,20,1179,google/gemini-flash-1.5
Dave,Crewmate,976,20,996,google/gemini-flash-1.5
Alice,Impostor,1832,20,1852,anthropic/claude-3-5-haiku
Erin,Crewmate,1713,20,1733,google/gemini-flash-1.5
Charlie,Crewmate,1774,20,1794,google/gemini-flash-1.5
